transcript_id,A07_w501fBr_a,A08_w501fBr_b,A09_w501fBr_c,B07_FA03fBr_a,B08_FA03fBr_b,B09_FA03fBr_c,D07_w501mBr_a,D08_w501mBr_b,D09_w501mBr_c,E08_FA03mBr_b,E09_FA03mBr_c
FBtr0361825,5753,6115,6083,8365,9460,8628,7913,6723,7657,8248,6872
FBtr0361824,3012,3232,3055,3445,3561,3098,4917,3532,4285,3064,3170
FBtr0364855,0,4,3,0,0,4,64,30,59,7,0
FBtr0364854,2130,1519,1740,1692,2316,2374,1926,1121,2425,2756,2762
FBtr0364857,494,565,465,445,480,386,572,598,528,405,481
FBtr0361828,0,0,0,0,0,0,0,0,0,0,0
FBtr0364851,141,9,5,0,142,0,1,0,86,6,1
FBtr0364850,284,202,268,226,663,527,690,432,661,186,154
FBtr0364853,13,3,11,0,8,3,5,10,11,9,6
FBtr0364852,1109,262,276,499,2799,384,1573,646,672,1542,520
FBtr0363083,2255,2400,2076,1424,1526,7085,3108,7476,2194,6724,7267
FBtr0363082,3981,821,522,418,468,774,424,122,376,130,237
FBtr0359563,2181,1792,1486,1186,1234,1193,2220,1121,1702,1240,1425
FBtr0363080,17578,21589,17558,17682,18479,19483,26023,22401,30376,20260,18839
FBtr0363087,81,143,66,77,90,65,71,73,101,72,13
FBtr0363086,0,0,3,0,0,0,2,0,0,4,0
FBtr0359567,1675,1988,1894,1852,1486,1476,2479,1727,2580,1541,1647
FBtr0363084,355,816,347,34,13,20,655,584,584,15,33
FBtr0359569,112,74,67,75,69,1871,1332,66,68,75,105
FBtr0359568,545,742,426,773,663,696,532,496,765,759,671
FBtr0363089,15474,16050,15544,13146,13329,14371,20614,15546,21904,12031,12606
FBtr0363088,0,0,0,0,0,0,0,0,0,0,0
FBtr0225718,42,93,26,18,27,32,80,89,85,19,37
FBtr0225716,8385,6553,5833,4149,3962,2508,7925,6104,5675,3330,3424
FBtr0225714,203,242,219,111,198,130,210,227,140,271,146
FBtr0225715,815,933,575,502,397,319,727,720,602,442,363
FBtr0225712,2897,3528,2938,2727,3224,2692,4066,3202,4427,2599,2634
FBtr0225713,7286,7929,7101,7755,8140,7014,9668,7981,9706,7124,7556
FBtr0225711,8,0,0,0,0,0,4,0,1,0,0
FBtr0224526,15,17,30,20,14,21,248,149,227,123,160
FBtr0360198,75,47,66,75,72,97,78,47,173,47,110
FBtr0360199,3803,4314,3773,4258,4025,4044,4334,3629,4812,3752,3905
FBtr0359744,54,231,491,305,214,187,185,213,833,230,333
FBtr0360190,167,155,157,107,117,182,162,159,191,88,124
FBtr0360191,0,0,0,0,0,0,0,0,3,0,0
FBtr0360192,26384,25190,24145,29243,30073,24698,34168,24094,32410,24674,25766
FBtr0360193,15497,17616,15218,15423,15211,16597,21963,16864,21932,16047,16314
FBtr0360194,757,796,649,707,759,693,822,731,908,720,651
FBtr0360195,3816,4702,3228,3564,3026,3916,5143,3437,5238,4615,3799
FBtr0360196,0,0,0,5,5,3,0,0,0,4,0
FBtr0360197,652,762,915,559,346,457,1041,901,953,592,503
FBtr0363224,0,27,0,0,0,0,0,0,0,42,0
FBtr0359741,0,0,0,0,0,880,0,0,1019,836,0
FBtr0359740,0,0,6,12,0,95,9,98,0,0,0
FBtr0211912,1677,1943,1648,1925,1970,1528,2384,1928,2413,1742,1702
FBtr0211911,753,853,855,807,834,839,1088,858,943,930,758
FBtr0211916,2747,3273,3022,3071,3378,2719,4346,3477,4382,3035,3120
FBtr0363220,9962,10903,9837,9249,8728,9791,13753,10728,11510,9510,8594
FBtr0220291,455,570,606,366,475,692,1218,265,836,1250,856
FBtr0220298,9555,11932,8801,7584,8094,8302,11590,10113,10082,8303,5944
FBtr0358210,1617,5010,659,2422,4731,843,437,1398,2919,1858,1538
FBtr0358211,12626,13205,12146,12674,13741,15008,15514,12716,16134,12540,11706
FBtr0358212,4775,4492,3943,3721,4412,3780,5972,4527,5747,3531,3326
FBtr0358213,9,12,3,0,0,0,0,0,0,8,0
FBtr0358214,94,0,0,28,53,58,95,82,43,0,32
FBtr0358215,5557,6156,143,4208,8374,135,142,10337,7171,146,5684
FBtr0358216,3290,3211,3142,2069,3537,2689,3349,2539,2434,2501,2013
FBtr0223928,29,27,36,36,24,38,25,74,42,15,0
FBtr0223927,0,0,0,8,5,0,0,0,0,0,0
FBtr0358219,0,108,0,32,0,0,16,16,0,0,9
FBtr0223925,0,0,0,0,0,0,0,0,0,0,0
FBtr0223924,1278,1534,2025,836,1045,2036,3606,1397,2247,989,2489
FBtr0223921,0,0,0,0,0,3,0,0,5,0,0
FBtr0223920,6764,6783,6283,7206,7291,6706,9262,7040,9920,7470,7198
FBtr0352476,0,0,0,8,3,0,0,0,0,0,0
FBtr0352477,803,189,384,184,124,85,259,259,291,184,175
FBtr0352474,505,618,282,311,329,425,563,379,387,556,369
FBtr0352475,290,306,236,0,0,0,337,361,453,0,0
FBtr0352472,0,3,0,0,4,0,0,5,0,0,0
FBtr0352473,2,1,1,1,2,3,1,3841,1,5943,1
FBtr0352470,6796,8783,6681,7288,2240,10646,7340,6169,7738,6368,9838
FBtr0352471,27,17,12,48,20,64,114,59,59,48,54
FBtr0352478,0,0,0,0,0,0,0,0,0,0,0
FBtr0352479,248,714,215,1365,332,927,845,1095,733,487,1326
FBtr0356366,21,17,13,0,19,4,20,0,5,5,7
FBtr0362845,634,974,1034,749,688,662,865,720,822,979,789
FBtr0356364,3,0,0,8,0,0,4,11,4,0,9
FBtr0356365,53,43,56,0,0,0,0,113,68,0,0
FBtr0362840,4,0,0,0,0,0,0,0,0,0,0
FBtr0224048,226,269,255,221,237,339,264,186,308,270,169
FBtr0356360,439,757,460,551,551,743,566,440,405,481,362
FBtr0362843,0,0,0,0,0,0,0,0,0,0,0
FBtr0224044,35,24,11,49,97,41,64,50,49,52,55
FBtr0224047,8,8,0,17,8,1,5,5,0,0,0
FBtr0224041,10674,8569,6993,3865,5525,5492,7811,5363,10470,4392,4361
FBtr0224040,4,4,0,4,0,0,10,4,4,0,0
FBtr0356368,24136,24643,22035,23420,23707,24839,30886,24867,32574,23331,24448
FBtr0224042,38,54,25,25,29,15,19,17,69,25,31
FBtr0217072,2725,2635,2695,2762,3140,2682,4818,3890,4628,3263,3431
FBtr0217073,678,768,718,560,640,618,1318,921,1266,632,683
FBtr0217078,0,58,5,0,190,206,17,8,80,164,138
FBtr0355125,211,136,142,6,29,63,187,199,241,61,60
FBtr0355124,28343,33107,28543,30168,34628,40707,37941,33234,31593,34332,28311
FBtr0355127,0,0,0,0,0,0,0,0,0,0,0
FBtr0355126,21049,19501,17991,24269,25184,19399,29310,21887,28303,20300,19827
FBtr0355121,695,964,752,2332,0,0,888,536,1096,17,2
FBtr0355120,4438,4684,4151,4592,5168,4813,5631,4673,5779,4750,4577
FBtr0355123,60,3,4,1,59,4,4,73,35,2,2
FBtr0355122,49,34,11,92,26,47,40,45,32,19,55
FBtr0355129,5670,6407,6034,5086,5979,5115,8579,6271,8050,5296,5593
FBtr0355128,503,1015,0,647,685,683,1076,152,1027,887,981
FBtr0223219,76,37,24,188,63,100,269,91,135,90,116
FBtr0223218,8113,8029,6186,3750,3101,4218,10240,5830,7225,5726,3955
FBtr0223215,637,1063,5935,4343,618,6234,5771,295,5455,5018,3576
FBtr0223217,0,0,0,19,17,31,0,4,4,14,27
FBtr0223211,22823,28713,24863,21838,22921,24771,28901,26446,32747,23879,19171
FBtr0223210,174,557,300,339,178,117,625,405,623,160,225
FBtr0223213,1261,3086,2497,2984,3007,2599,3743,2519,3901,2869,2646
FBtr0223212,21159,21407,19332,17261,18741,17055,26900,19750,27904,17275,17536
FBtr0213403,47,80,33,146,107,111,34,30,37,114,112
FBtr0213402,27,0,3,4,3,7,42,23,29,6,0
FBtr0213401,1056,1082,928,922,781,594,2176,1145,1386,983,1034
FBtr0213400,0,0,0,0,0,0,4,0,0,0,0
FBtr0213405,1740,2614,1881,522,966,1867,1785,278,233,774,194
FBtr0213404,5384,6037,5485,7439,8231,6720,8414,5715,7648,7341,7622
FBtr0214758,12198,12437,10702,12729,13614,10879,17691,14065,17506,12551,12488
FBtr0214756,28115,29518,25000,24745,28793,24610,27082,27872,32228,27577,23144
FBtr0214757,31176,31429,28496,28337,32032,25797,34171,32421,37722,31864,25348
FBtr0214754,17,19,22,15,34,46,20,24,46,34,12
FBtr0214750,5606,6763,4620,9056,9463,5694,7583,5850,4402,8151,6563
FBtr0347809,6666,7674,5709,6189,6437,8429,8156,7312,9406,7923,7354
FBtr0347808,690,774,883,596,619,585,1165,1052,1283,1029,1031
FBtr0347801,8,0,0,0,0,0,5,0,0,0,0
FBtr0347800,295,326,252,1176,1020,967,303,279,352,1148,452
FBtr0347803,269,310,288,202,203,210,344,440,383,260,355
FBtr0347802,132,193,200,195,180,206,236,207,194,255,132
FBtr0347805,21,50,30,32,20,34,48,43,38,44,35
FBtr0347804,8911,10364,8680,10096,10763,8496,15627,9651,14384,10426,10514
FBtr0347807,507,567,596,544,655,393,650,520,980,330,564
FBtr0347806,2437,2591,2387,2763,2799,3373,3002,2192,2844,2891,2462
FBtr0210271,23,34,50,19,6,12,4,17,2,9,12
FBtr0210273,4928,5050,4262,3685,4436,3568,5023,4840,5215,4026,2623
FBtr0210189,6,27,35,36,11,12,41,11,39,49,26
FBtr0210188,70,82,86,67,66,55,108,52,67,45,60
FBtr0210187,3446,3923,3362,3390,3447,3375,4863,3726,4487,3478,3230
FBtr0210186,8,5,0,8,0,12,0,0,6,4,0
FBtr0210185,6,0,0,0,0,0,0,4,0,0,0
FBtr0210183,346,369,231,247,451,302,783,313,535,302,426
FBtr0210182,0,0,0,0,0,0,5,0,5,0,0
FBtr0210181,29750,30645,26823,31554,33631,25800,41598,28365,39427,32566,31881
FBtr0215007,1832,1960,1715,1678,1677,1526,2302,2031,2374,1764,1448
FBtr0211587,93,97,91,96,74,74,117,123,150,98,77
FBtr0215002,948,1077,1092,873,1028,1219,766,609,747,588,445
FBtr0211589,32388,29113,26589,32332,35796,25346,43140,32484,38812,26654,29123
FBtr0211637,1621,1358,1260,1433,1518,1199,1910,1527,2138,1336,1329
FBtr0211634,880,1185,1018,458,738,502,1164,823,1126,412,513
FBtr0211632,972,1045,885,641,782,604,1361,946,1302,511,446
FBtr0211633,0,5,0,0,3,8,0,0,0,0,0
FBtr0211631,1891,2206,2099,1755,1622,1889,2839,1987,2749,1642,2037
FBtr0355954,83,57,63,70,115,40,119,45,63,51,37
FBtr0359609,108,66,107,70,44,29,73,92,46,60,21
FBtr0355956,4697,5253,4890,4672,5384,4404,7525,5333,7561,5002,4920
FBtr0355957,24,19,29,27,20,13,30,26,20,22,25
FBtr0355950,1169,1329,1103,1498,1261,1008,919,43,1458,1721,1355
FBtr0355951,348,272,0,0,191,0,219,0,0,0,0
FBtr0355952,7471,8585,7415,5987,7547,6653,9087,6684,9691,7387,7466
FBtr0355953,0,8,0,0,0,0,5,0,0,0,0
FBtr0359600,0,0,0,0,8,8,0,0,1,1,4
FBtr0359601,0,0,0,0,0,0,0,0,0,318,439
FBtr0359602,161,130,125,176,193,158,292,248,230,203,145
FBtr0359603,117,5,111,0,133,0,128,117,116,1,107
FBtr0359604,1377,1695,1397,1399,1424,1221,2001,1490,1864,1258,1218
FBtr0355959,2156,2150,2053,2028,2303,2353,2764,2314,3197,2267,2264
FBtr0359606,637,546,568,579,233,519,841,372,847,445,523
FBtr0359607,13688,16111,16900,13042,18310,13993,14746,8921,21970,11988,13122
FBtr0353468,4,2,3433,3,4672,5,2,1,2,97,3798
FBtr0353469,979,850,840,259,353,382,1548,779,980,212,339
FBtr0353466,0,0,0,0,0,0,0,0,0,0,0
FBtr0353467,23,0,0,0,0,0,9,0,0,0,0
FBtr0353464,130,175,138,1359,1033,2215,137,153,177,1164,1222
FBtr0353465,5826,5750,5339,5547,5865,4646,9381,6366,8902,5603,5989
FBtr0353462,2472,2537,2376,1307,1422,1300,2483,2136,3387,1275,1423
FBtr0353463,0,1,3625,0,8633,1,3066,0,0,0,3234
FBtr0353460,2048,2219,2099,2053,2045,2103,2829,2225,3057,2018,1892
FBtr0353461,5553,6932,5760,5760,6661,9480,7783,6932,7184,7348,6832
FBtr0224909,1563,1765,1515,1432,1353,1161,2389,1853,2161,1190,1140
FBtr0224900,1919,1893,1718,1503,1431,1250,2865,2243,2687,1433,1412
FBtr0224901,13938,11942,12051,12018,11673,9790,21592,14295,17243,10232,11860
FBtr0224902,939,1186,877,835,956,642,1275,1012,1168,766,673
FBtr0224905,31440,29661,26237,27227,27872,23484,39876,30705,36676,22169,23107
FBtr0224907,1131,1245,943,1393,1408,1019,1905,1150,1680,1286,1151
FBtr0354609,5974,5739,5523,6001,7193,6876,5764,4983,5847,5507,5529
FBtr0354608,4,0,0,0,0,4,0,0,0,0,0
FBtr0354603,4,0,4,10,0,0,0,8,0,0,0
FBtr0354602,0,0,30,670,752,644,13,1,2,139,228
FBtr0354601,2313,2685,4286,0,562,0,2135,1198,5846,386,255
FBtr0354600,47,0,0,0,22,9,57,12,52,55,19
FBtr0354607,26557,33003,28880,26988,28529,35520,33707,28710,34686,28188,24905
FBtr0354606,40,30,29,59,54,21,45,44,32,26,34
FBtr0354605,8937,9506,7990,8166,9065,10391,10746,9139,8917,8796,8126
FBtr0354604,17745,23049,17670,16750,17843,18467,20683,20389,20109,16136,10375
FBtr0217334,4,0,0,3,8,0,0,0,4,0,0
FBtr0217337,0,0,0,0,0,0,7,0,0,0,0
FBtr0217331,108,0,0,0,0,0,0,4,0,0,0
FBtr0217330,0,0,0,0,0,0,11,0,0,0,3
FBtr0352739,14886,15016,20298,17427,19303,24577,20514,17130,20009,2015,15557
FBtr0352738,3511,4127,3457,8161,8552,6718,6538,4430,6841,12356,11456
FBtr0352735,0,6,15,33,28,19,28,19,8,22,27
FBtr0352734,0,0,0,0,0,0,2,0,0,0,0
FBtr0352737,863,1085,809,785,916,634,1585,1253,1661,972,973
FBtr0352736,153,5,3,0,0,0,150,15,120,0,7
FBtr0352731,8,11,0,8,0,0,0,0,0,0,0
FBtr0352730,2138,558,0,0,0,0,0,0,789,0,14
FBtr0352733,4780,4936,4096,4859,5104,4926,5682,5059,6665,5147,5234
FBtr0352732,139,149,202,123,176,81,226,181,87,84,73
FBtr0217990,52,0,0,4,0,4,0,8,0,0,0
FBtr0352652,28,29,8,125,2,2,30,0,34,0,103
FBtr0211800,6477,5725,5499,7504,7508,6001,10361,7034,9461,7564,8149
FBtr0211803,143,136,124,277,150,180,161,117,140,148,138
FBtr0211802,8840,9398,8384,9281,10888,9018,4477,4370,11807,5319,4087
FBtr0211805,2592,2834,2397,2478,2556,2080,3511,2510,3398,2165,2251
FBtr0352657,17962,22429,19751,19995,21751,22594,20061,17980,27106,17456,20066
FBtr0352654,2620,2272,1685,2263,1740,2507,2083,1650,1898,1507,1169
FBtr0352655,0,5,3,0,0,0,8,3,16,7,10
FBtr0360455,2661,2868,2487,2375,2375,2291,3407,2764,3658,1996,2346
FBtr0354336,4588,4686,3948,4801,5561,4914,4611,4292,5215,4502,3899
FBtr0354335,4263,1727,539,1686,1948,1931,4412,1018,1134,2896,5324
FBtr0354334,0,0,0,0,0,0,0,0,0,0,0
FBtr0354333,3,0,0,0,5,0,0,0,0,0,5
FBtr0360450,522,645,596,480,502,371,754,607,727,373,354
FBtr0348347,2156,1019,4465,1346,4137,2599,7505,5631,6398,2591,2000
FBtr0351341,0,0,0,0,333,434,0,0,0,434,1
FBtr0348345,455,310,491,631,546,6544,490,539,1742,4948,439
FBtr0348344,28901,28777,24759,26754,28263,33821,33373,28881,34092,29588,25860
FBtr0348343,3,0,0,0,0,0,0,0,0,0,3
FBtr0348342,7,10,94,47,416,72,6,130,10,136,8
FBtr0348341,28,8,0,13,27,41,5,0,4,19,10
FBtr0348340,0,16,0,0,0,0,10,0,0,14,0
FBtr0354330,87,0,144,15,6,39,251,0,216,18,29
FBtr0351343,2489,2982,2754,2181,2661,2563,3265,3308,4668,3207,2292
FBtr0348349,4704,5514,4898,4638,5346,4963,7107,5575,7010,4518,4836
FBtr0348348,130,142,74,143,86,155,125,167,114,140,176
FBtr0351342,4796,5951,7008,5423,5677,8987,9368,8215,8385,7917,6969
FBtr0354193,0,0,0,0,5,1,0,0,1,1,0
FBtr0354192,7139,7423,6344,7911,8433,6643,10373,7592,10012,7446,7424
FBtr0351347,1227,1401,772,1469,1266,1452,1820,1260,1649,888,932
FBtr0351346,0,0,0,0,0,0,0,0,0,0,0
FBtr0222507,1228,1118,1056,995,1184,1062,1730,1244,1603,1230,1206
FBtr0222501,20,0,16,14,0,24,8,4,8,8,23
FBtr0222508,3006,2620,2484,2798,2665,2377,3541,2845,3641,2301,2281
FBtr0222509,1098,1120,932,1035,903,691,1559,1144,1456,889,871
FBtr0361250,2509,2477,2663,554,1594,1555,2107,1203,1600,1531,798
FBtr0361251,27264,31353,27121,27923,30991,36035,35759,31197,33514,30170,25011
FBtr0361252,0,0,0,0,0,0,0,0,0,0,0
FBtr0361253,0,63,0,34,0,0,0,73,1,0,50
FBtr0361254,0,0,0,676,182,0,0,14,0,111,216
FBtr0361255,1151,1369,955,533,1082,1345,1085,765,1214,623,989
FBtr0361256,216,727,221,691,191,414,186,165,215,445,146
FBtr0361257,123,58,86,117,65,82,72,143,119,74,103
FBtr0361258,324,322,410,175,209,207,302,117,298,261,174
FBtr0361259,0,0,0,0,0,0,0,0,3,0,13
FBgn0182428,12099,15838,11897,12781,15163,26122,15246,10426,15289,15369,15522
FBgn0182425,1776,2539,1717,1567,1211,1054,1401,2138,2077,2065,1211
FBtr0361788,0,0,0,0,0,0,0,0,0,0,0
FBtr0361789,4,12,0,23,23,24,0,18,13,4,14
FBtr0361782,614,166,3867,254,224,305,449,126,179,309,404
FBtr0361783,0,0,0,5,2,4,0,0,0,0,1
FBtr0361780,0,4,0,0,0,0,0,0,0,0,0
FBtr0361781,0,0,0,0,0,0,0,0,0,0,0
FBtr0361786,5,0,0,4,0,0,0,5,0,0,4
FBtr0361787,154,445,464,79,118,148,352,225,375,281,104
FBtr0361784,7476,4811,4069,4573,7700,3643,5219,4552,5304,4602,6665
FBtr0361785,0,0,2,0,0,0,9,0,0,0,0
FBtr0214518,901,945,981,680,764,698,1258,1143,1468,836,671
FBtr0214519,16,8,13,278,245,339,0,28,27,349,356
FBtr0214516,1454,1365,1270,2364,2650,2123,1738,1149,1608,2283,1984
FBtr0214517,666,747,513,804,589,639,798,684,978,725,699
FBtr0214510,433,446,397,219,196,232,354,261,447,193,204
FBtr0214513,0,0,0,0,0,0,0,0,0,0,0
FBtr0219148,1890,1843,1588,1564,1799,1461,2684,1888,2449,1739,1824
FBtr0219149,23,0,12,5,12,0,0,1,0,0,5
FBtr0219144,0,2,0,0,0,0,0,1,0,0,0
FBtr0219145,0,0,0,0,0,0,0,0,0,0,0
FBtr0219147,971,1046,868,1141,1012,855,1432,1033,1636,920,1005
FBtr0219141,726,756,662,2182,2062,1848,1122,831,1067,2257,2138
FBtr0219142,0,0,0,0,0,0,0,4,0,0,0
FBtr0351718,6696,6789,5443,675,601,6211,7987,499,9346,6621,6111
FBtr0351719,1015,1052,1098,1328,1912,1460,1610,764,1529,1594,1624
FBtr0351716,3009,2567,3447,107,938,947,214,388,0,1976,1804
FBtr0351717,41,79,37,0,144,0,49,49,1,1,0
FBtr0351714,994,4711,837,706,1131,3572,1451,1137,1298,1032,3151
FBtr0351715,8,14,21,85,11,11,7,11,31,8,8
FBtr0351712,2279,3093,2767,2981,3291,2709,3265,2695,3608,3157,3191
FBtr0351713,0,0,0,317,0,1,48,0,0,0,3454
FBtr0351710,24,18,31,19,20,36,64,0,23,12,15
FBtr0351711,216,220,0,1316,936,2380,0,0,137,556,1502
FBtr0362787,36,22,19,22,49,26,35,24,32,18,37
FBtr0362786,0,0,0,0,0,0,0,0,0,0,0
FBtr0362785,4529,3239,2261,38,24,49,3125,4333,4324,1728,1141
FBtr0362784,164,239,313,1,1,1,341,301,195,1,1
FBtr0362783,5220,7305,4542,5264,5647,7616,7870,4589,5382,6065,3588
FBtr0362782,200,278,318,172,295,121,274,205,160,147,146
FBtr0362781,2870,3257,3324,3485,3675,3545,3622,2772,3947,3481,3050
FBtr0362780,20,20,19,32,20,24,42,12,12,8,15
FBtr0362789,275,268,246,302,311,0,308,246,286,273,198
FBtr0362788,286,270,256,311,287,321,291,290,278,292,272
FBtr0356946,8123,10536,6666,8124,7671,8134,10559,8726,12686,7432,6057
FBtr0356947,189,236,229,0,608,0,217,219,169,395,361
FBtr0356944,358,415,332,232,173,308,399,372,476,271,84
FBtr0356945,408,124,127,61,93,174,121,48,81,37,108
FBtr0356942,5310,5806,5362,4689,5454,5820,6394,5454,7056,4613,4760
FBtr0356943,5946,5980,5614,5364,2497,6544,3502,5346,5928,5822,1573
FBtr0356940,0,18,60,0,14,0,0,0,0,0,0
FBtr0356941,7759,9190,7762,8531,9611,8948,10152,8764,10155,9265,7241
FBtr0356948,225,316,163,298,202,280,258,176,206,221,192
FBtr0356949,1245,695,969,212,1088,1211,1073,1046,1394,1229,81
FBtr0362259,1729,1637,1247,1491,1555,1256,1814,1284,1717,1097,1221
FBtr0362258,32,29,24,71,590,70,24,27,33,69,529
FBtr0362251,0,8,0,0,0,0,0,0,8,0,0
FBtr0362250,191,482,280,158,2757,211,0,622,227,258,252
FBtr0362253,1822,953,1209,1762,1849,1431,843,1066,1709,1319,1435
FBtr0362252,134,113,152,144,140,154,137,117,105,125,118
FBtr0362255,628,813,1056,705,994,476,783,568,1147,433,409
FBtr0362254,555,482,344,459,425,277,543,254,721,343,348
FBtr0362257,8054,5643,7830,6278,4622,6560,9113,5785,6970,8031,9870
FBtr0362256,0,0,9,8,29,10,0,19,0,0,0
FBtr0358531,299,346,330,493,412,333,522,462,471,350,342
FBtr0358530,0,0,0,0,0,0,0,0,1,0,0
FBtr0358533,1,0,1,1,0,0,2,2,1,1,0
FBtr0358532,14529,14538,13052,14124,14753,13032,18454,14779,19008,13818,13767
FBtr0358535,19036,21877,18128,5423,6746,4420,22694,19538,25098,13893,4700
FBtr0358534,3639,4018,3740,2915,2877,2507,5400,4031,5503,2623,2897
FBtr0358537,364,684,217,930,951,314,891,340,921,421,748
FBtr0358536,13698,16374,13374,6274,7835,7998,17959,14826,18378,7534,7178
FBtr0358539,3856,4154,3313,3354,4104,3808,4971,2913,4987,3250,2853
FBtr0358538,387,745,750,335,0,474,376,408,828,523,363
FBtr0350049,4855,5014,4442,4868,5197,4439,6703,5279,6302,4522,4227
FBtr0350048,9,1016,373,0,0,0,411,612,1082,0,0
FBtr0350045,2,99,142,29,99,35,24,20,20,202,115
FBtr0350044,793,937,657,787,790,804,907,860,992,740,692
FBtr0350047,0,0,1,0,0,0,23,0,0,0,12
FBtr0350046,72,56,89,81,77,100,75,72,81,71,54
FBtr0350041,0,0,0,8,11,1,10,198,16,14,31
FBtr0350040,5,20,28,33,44,0,30,27,12,12,26
FBtr0350043,4625,4973,5313,3582,3787,4061,5841,4579,6153,3045,3578
FBtr0350042,0,0,0,0,0,0,0,0,0,0,0
FBtr0211039,0,0,0,0,0,0,0,0,0,0,0
FBtr0355388,4333,4565,3166,6563,6140,7267,4914,5181,5746,6807,7295
FBtr0211035,25173,24154,22062,27389,28133,22174,40693,27992,36707,27264,28108
FBtr0211037,1942,2135,1497,1893,1997,1574,2310,1893,2448,1795,1705
FBtr0211032,2278,2473,2123,2702,2936,2379,3107,2395,3287,2558,2661
FBtr0211033,11,0,0,0,0,0,0,0,0,0,0
FBtr0363128,4948,7038,5807,6258,7783,6749,8984,5414,5760,6153,5561
FBtr0363129,8,4,12,4,5,4,7,10,0,5,14
FBtr0363120,0,2562,0,0,0,0,1066,0,0,0,0
FBtr0363121,549,1487,909,1381,1360,2290,1233,1846,1279,1807,1251
FBtr0363122,57142,59919,50520,54531,55864,55153,56706,49215,53788,48387,38032
FBtr0363123,118,49,65,68,1,77,64,80,79,33,79
FBtr0363124,0,0,0,0,0,0,0,0,0,0,0
FBtr0363125,1,3,3,7,0,5,9,1,7,5,0
FBtr0363126,470,565,470,538,609,431,484,483,536,489,424
FBtr0363127,577,538,492,141,152,114,505,391,473,110,139
FBtr0353668,25,27,31,11,26,35,15,18,23,22,10
FBtr0353669,849,655,334,348,9,526,729,630,1306,5071,605
FBtr0353664,1328,13103,13209,1078,11659,1479,2367,10658,13761,9430,6819
FBtr0358394,2,23,2,4,2,31,30,2,26,3,3
FBtr0358397,5,2,163,0,0,0,52,6,15,0,0
FBtr0353667,11912,14598,13893,12969,15986,16902,16120,14324,16239,11413,8976
FBtr0358391,0,0,1,1,1,0,1,0,0,0,0
FBtr0353661,0,0,0,0,0,0,0,0,0,0,0
FBtr0353662,1117,1043,1064,853,819,934,1694,956,1445,1375,973
FBtr0358392,2,0,0,1,0,0,0,0,0,0,0
FBtr0355381,7365,7085,7099,7281,8714,6905,10775,8158,10561,7050,7183
FBtr0357718,7250,7538,6420,10004,8760,12570,9019,7200,8807,8822,8948
FBtr0357719,0,0,0,0,0,0,0,0,0,0,0
FBtr0357714,0,0,1,0,1,0,0,1,0,1,0
FBtr0357715,0,2212,505,2041,625,2143,697,0,3873,429,2727
FBtr0225691,9,0,3,0,14,7,0,12,7,4,0
FBtr0357717,4043,7724,3634,5500,6105,7914,9111,5444,8079,4716,5483
FBtr0357710,0,3667,2552,1331,653,3599,4492,803,334,0,8492
FBtr0357711,3,993,994,1075,1117,1070,28,13,1246,1166,10
FBtr0357712,3690,4681,3614,3585,4025,3404,3513,3445,3576,2922,2068
FBtr0357713,0,0,0,0,179,0,0,0,0,0,0
FBtr0355382,348,109,335,272,270,235,314,308,398,85,253
FBtr0212574,0,0,0,0,0,0,0,5,4,0,0
FBtr0223774,0,0,5,8,7,0,4,9,0,0,5
FBtr0212577,0,0,0,7,0,0,4,0,9,0,0
FBtr0225529,2008,2103,1553,2082,2051,2279,2331,1946,2342,2402,1858
FBtr0225528,337,483,550,292,382,314,679,591,629,359,377
FBtr0225524,390,405,350,403,395,464,454,348,448,437,452
FBtr0225527,10,47,22,0,0,0,11,0,0,0,0
FBtr0225526,1378,1735,1598,1479,1474,1342,2190,1640,2958,1435,1322
FBtr0225520,10127,10017,10397,8142,8077,7415,12711,10111,13841,7242,8013
FBtr0225522,8,9,0,4,8,13,7,9,8,10,8
FBtr0216268,4987,5097,4796,6005,6391,4732,8556,6288,8025,6428,6580
FBtr0216264,200,202,859,133,160,148,972,120,217,120,291
FBtr0216265,3693,3920,3490,3380,3279,3670,4004,3147,3950,2684,2624
FBtr0216266,3745,3728,3650,3985,4564,3565,5933,4777,5834,3997,4349
FBtr0216260,0,3,4,14,0,4,3,4,0,0,5
FBtr0216261,0,5,4,9,14,5,0,0,0,7,8
FBtr0216263,2627,2548,1917,2600,2031,2084,2221,1330,1843,1331,1643
FBtr0217133,0,0,0,0,0,0,0,0,5,0,0
FBtr0217131,1569,1544,1282,1556,1583,1453,1860,1384,1983,1434,1307
FBtr0217130,378,354,279,97,69,58,563,609,595,183,160
FBtr0217135,0,0,0,0,0,0,0,0,0,0,0
FBtr0217139,118,90,105,122,165,163,157,86,257,127,129
FBtr0217138,2395,2425,2154,2052,2081,1839,2915,2041,2885,1801,1908
FBtr0352533,0,0,0,0,0,0,0,0,0,0,0
FBtr0352532,6042,3017,2642,2078,4326,1541,3778,2084,4361,5160,3873
FBtr0352531,767,884,713,585,476,614,965,783,1081,590,564
FBtr0352530,1009,1115,1130,1332,753,1301,1843,1376,1180,1826,274
FBtr0352537,0,3,0,0,0,2,4,8,1,1,2
FBtr0352536,0,0,0,0,0,0,0,0,0,0,0
FBtr0352535,144,136,0,133,1,0,168,0,1,0,0
